VM;Powerstate;CPUs;Memory;Primary_IP_Address;Network_1;Cluster;Datacenter;Host;OS_VMwareTools;OS_ConfigFile;GeneratedUniqueID
RZV-VA0-01;poweredOn;2;4096;10.2.3.51;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.51","RZV-VA0-01"]
RZV-VA0-03;poweredOn;1;4096;10.2.3.52;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.52","RZV-VA0-03"]
RZV-VA0-04;poweredOn;1;4096;10.2.3.53;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.53","RZV-VA0-04"]
RZV-VA0-06;poweredOn;1;4096;10.2.3.54;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.54","RZV-VA0-06"]
RZV-VA0-07;poweredOn;1;4096;10.2.3.55;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.55","RZV-VA0-07"]
RZV-VA0-11;poweredOn;1;4096;10.2.3.56;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.56","RZV-VA0-11"]
RZV-VA0-12;poweredOn;1;4096;10.2.3.57;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.57","RZV-VA0-12"]
RZV-VA0-19;poweredOn;1;4096;10.2.3.58;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.58","RZV-VA0-19"]
RZV-VA0-23;poweredOn;1;4096;10.2.3.59;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.59","RZV-VA0-23"]
RZV-VA0-30;poweredOn;1;4096;10.2.3.60;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.60","RZV-VA0-30"]
RZV-VA0-32;poweredOn;1;4096;10.2.3.61;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.61","RZV-VA0-32"]
RZV-VA0-34;poweredOn;1;4096;10.2.3.62;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.62","RZV-VA0-34"]
RZV-VA0-40;poweredOn;1;4096;10.2.3.63;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.63","RZV-VA0-40"]
RZV-VA0-41;poweredOn;1;4096;10.2.3.64;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.64","RZV-VA0-41"]
RZV-VA0-42;poweredOn;1;4096;10.2.3.65;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.65","RZV-VA0-42"]
RZV-VA0-45;poweredOn;1;4096;10.2.3.66;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.66","RZV-VA0-45"]
RZV-VA0-46;poweredOn;1;4096;10.2.3.67;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.67","RZV-VA0-46"]
RZV-VA0-47;poweredOn;1;4096;10.2.3.68;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.68","RZV-VA0-47"]
RZV-VA0-49;poweredOn;1;4096;10.2.3.69;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.69","RZV-VA0-49"]
RZV-VA0-50;poweredOn;1;4096;10.2.3.70;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.70","RZV-VA0-50"]
RZV-VA0-51;poweredOn;1;4096;10.2.3.71;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.71","RZV-VA0-51"]
RZV-VA0-55;poweredOn;1;6144;10.2.3.72;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.72","RZV-VA0-55"]
RZV-VA0-56;poweredOn;1;4096;10.2.3.73;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.73","RZV-VA0-56"]
RZV-VA0-57;poweredOn;1;4096;10.2.3.74;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.74","RZV-VA0-57"]
RZV-VA0-60;poweredOn;1;4096;10.2.3.75;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.75","RZV-VA0-60"]
RZV-VA0-62;poweredOn;1;4096;10.2.3.76;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.76","RZV-VA0-62"]
RZV-VA0-63;poweredOn;1;6144;10.2.3.77;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-33.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.77","RZV-VA0-63"]
RZV-VA0-65;poweredOn;1;4096;10.2.3.78;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.78","RZV-VA0-65"]
RZV-VA0-66;poweredOn;1;4096;10.2.3.79;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.79","RZV-VA0-66"]
RZV-VA0-67;poweredOn;1;4096;10.2.3.80;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.80","RZV-VA0-67"]
RZV-VA0-68;poweredOn;1;4096;10.2.3.81;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.81","RZV-VA0-68"]
RZV-VA0-72;poweredOn;1;4096;10.2.3.82;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.82","RZV-VA0-72"]
RZV-VA0-73;poweredOn;1;4096;10.2.3.83;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.83","RZV-VA0-73"]
RZV-VA0-75;poweredOn;1;4096;10.2.3.84;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.84","RZV-VA0-75"]
RZV-VA0-76;poweredOn;1;4096;10.2.3.85;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.85","RZV-VA0-76"]
RZV-VA0-80;poweredOn;1;4096;10.2.3.86;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.86","RZV-VA0-80"]
RZV-VA0-81;poweredOn;1;4096;10.2.3.87;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.87","RZV-VA0-81"]
RZV-VA0-83;poweredOn;1;4096;10.2.3.88;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.88","RZV-VA0-83"]
RZV-VA0-85;poweredOn;1;4096;10.2.3.89;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.89","RZV-VA0-85"]
RZV-VA0-90;poweredOn;1;4096;10.2.3.90;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.90","RZV-VA0-90"]
RZV-VA0-91;poweredOn;1;6144;10.2.3.91;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-33.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.91","RZV-VA0-91"]
RZV-VAT-63-3;poweredOn;1;6144;10.2.3.143;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.143","RZV-VAT-63-3"]
RZV-VCB-01;poweredOn;2;8192;10.2.8.150;VLAN-10.2.8.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.8.150","RZV-VCB-01"]
RZV-VDB-01;poweredOn;4;65536;10.1.64.40;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.64.40","RZV-VDB-01"]
RZV-VTUKMO-01;poweredOn;2;16384;10.75.1.39;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz1-esx-47.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 8 (64-bit);["10.75.1.39","RZV-VTUKMO-01"]
RZV-VTUORC-01;poweredOn;2;16384;10.75.1.40;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.75.1.40","RZV-VTUORC-01"]
rzv-vvc-01;poweredOn;4;21504;10.2.9.100;VLAN-10.2.9.x;CL_PU;PU;rz1-esx-32.bev.int;VMware Photon OS (64-bit);VMware Photon OS (64-bit);["10.2.9.100","rzv-vvc-01"]
RZV-VVCSQL-01;poweredOn;2;8192;10.1.64.63;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.1.64.63","RZV-VVCSQL-01"]
RZV-WBC-01;poweredOn;1;8192;;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;;Microsoft Windows Server 2008 R2 (64-bit);["RZV-WBC-01"]
RZV-WBC-02;poweredOn;1;8192;10.1.33.122;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.1.33.122","RZV-WBC-02"]
RZV-WCD-01;poweredOn;1;4096;10.1.32.81;VLAN-10.1.32.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.32.81","RZV-WCD-01"]
RZV-WFS-01;poweredOn;4;16384;10.2.6.15;VLAN-10.2.6.x;CL_PU;PU;rz1-esx-33.bev.int;CentOS 4/5 (64-bit);CentOS 4/5 (64-bit);["10.2.6.15","RZV-WFS-01"]
RZV-WIN-01;poweredOn;1;4096;;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;;Microsoft Windows Server 2016 or later (64-bit);["RZV-WIN-01"]
RZV-WIN-02;poweredOn;1;4096;10.2.3.202;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.3.202","RZV-WIN-02"]
RZV-ZWR-01;poweredOn;6;24576;10.1.43.41;VLAN-10.1.43.x;CL_WEB;WEB;rz1-esx-59.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.1.43.41","RZV-ZWR-01"]
sec001;poweredOn;4;8192;10.1.253.35;SecMgmt_113;;Z-SEC;10.5.253.45;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.1.253.35","sec001"]
sec002;poweredOn;4;8192;10.1.253.36;SecMgmt_113;;Z-SEC;10.5.253.46;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.1.253.36","sec002"]
secint01_17;poweredOn;2;2048;;FWint_124;;Z-SEC;10.5.253.45;;CentOS 4/5/6 (64-bit);["secint01_17"]
secint02_17;poweredOn;2;2048;;FWint_124;;Z-SEC;10.5.253.46;;CentOS 4/5 (64-bit);["secint02_17"]
SecWin10;poweredOn;2;8192;10.6.2.191;Test_622;;Z-SEC;10.5.253.46;Microsoft Windows 10 (64-bit);Microsoft Windows 10 (64-bit);["10.6.2.191","SecWin10"]
SENTRY-1;poweredOn;4;8192;10.2.3.11;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-33.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.2.3.11","SENTRY-1"]
TELEFONBUCH-01;poweredOn;2;4096;10.2.20.41;VLAN-10.2.20.x;CL_PU;PU;rz1-esx-34.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.2.20.41","TELEFONBUCH-01"]
TESTVUM2;poweredOn;2;8192;10.2.8.184;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.184","TESTVUM2"]
tmcm01;poweredOn;2;6144;10.2.1.140;VLAN-10.2.1.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.1.140","tmcm01"]
tmcm02;poweredOn;2;6144;10.2.1.141;VLAN-10.2.1.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.1.141","tmcm02"]
tmdeep01;poweredOn;6;16384;10.2.1.171;VLAN-10.2.1.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.1.171","tmdeep01"]
tmdeep02;poweredOn;4;16384;10.2.1.172;VLAN-10.2.1.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.1.172","tmdeep02"]
TMDSRELAY01;poweredOn;1;2048;10.2.1.177;VLAN-10.2.1.x;CL_PU;PU;rz2-esx-32.bev.int;CentOS 4/5 (64-bit);CentOS 4/5 (64-bit);["10.2.1.177","TMDSRELAY01"]
TMDSRELAY02;poweredOn;1;2048;10.2.1.178;VLAN-10.2.1.x;CL_PU;PU;rz2-esx-31.bev.int;CentOS 4/5 (64-bit);CentOS 4/5 (64-bit);["10.2.1.178","TMDSRELAY02"]
TMSPS01;poweredOn;2;8192;;VLAN-10.2.1.x;CL_PU;PU;rz1-esx-33.bev.int;;CentOS 7 (64-bit);["TMSPS01"]
Trend Micro_Deep Security - 20.0.0-877-C2M (18);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (18)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (33);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (33)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (34);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (34)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (35);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-27.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (35)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (36);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (36)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (37);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-29.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (37)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (38);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (38)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (39);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (39)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (40);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-25.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (40)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (41);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (41)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (42);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (42)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (43);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-28.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (43)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (44);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (44)"]
Trend Micro_Deep Security - 20.0.0-877-C2M (45);poweredOn;2;4096;169.254.1.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-30.bev.int;CentOS 7 (64-bit);CentOS 7 (64-bit);["169.254.1.39","Trend Micro_Deep Security - 20.0.0-877-C2M (45)"]
triton01;poweredOn;4;20480;10.2.1.33;VLAN-10.2.1.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.1.33","triton01"]
TUXDNS-01;poweredOn;2;4096;10.1.24.101;VLAN-10.1.24.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.24.101","TUXDNS-01"]
TUXDNS-02;poweredOn;2;4096;10.1.24.102;VLAN-10.1.24.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.24.102","TUXDNS-02"]
USER-ADMIN-01;poweredOn;8;16384;10.1.23.91;VLAN-10.1.23.x;CL_DMZ-TU;DMZ;rz2-esx-56.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.91","USER-ADMIN-01"]
VCMAILRELAY;poweredOn;1;2048;10.2.9.60;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-50.bev.int;CentOS 4/5/6/7 (64-bit);CentOS 4/5/6/7 (64-bit);["10.2.9.60","VCMAILRELAY"]
VDE-1;poweredOn;4;16384;10.1.23.61;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.61","VDE-1"]
VDE-10;poweredOn;4;16384;10.1.23.70;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.70","VDE-10"]
VDE-2;poweredOn;4;16384;10.1.23.62;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.62","VDE-2"]
VDE-3;poweredOn;2;4096;10.1.23.63;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.63","VDE-3"]
VDE-4;poweredOn;2;4096;10.1.16.64;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.16.64","VDE-4"]
VDE-5;poweredOn;2;4096;10.1.16.65;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.16.65","VDE-5"]
VDE-6;poweredOn;2;4096;10.1.16.66;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.16.66","VDE-6"]
VDE-7;poweredOn;2;4096;10.1.16.67;VLAN-10.1.16.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.16.67","VDE-7"]
VDE-8;poweredOn;2;4096;10.1.23.68;VLAN-10.1.23.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.68","VDE-8"]
VDE-9;poweredOn;4;16384;10.1.23.69;VLAN-10.1.23.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.23.69","VDE-9"]
vdi-nvidia-lic1;poweredOn;4;8192;10.2.9.191;VLAN-10.2.9.x;CL_PU;PU;rz1-esx-34.bev.int;Ubuntu Linux (64-bit);CentOS 8 (64-bit);["10.2.9.191","vdi-nvidia-lic1"]
vdi-nvidia-lic3;poweredOn;2;8192;10.2.9.193;VLAN-10.2.9.x;CL_PU;PU;rz1-esx-33.bev.int;Ubuntu Linux (64-bit);CentOS 8 (64-bit);["10.2.9.193","vdi-nvidia-lic3"]
vdicomp-02;poweredOn;2;8192;10.2.9.134;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.9.134","vdicomp-02"]
vdicon-01;poweredOn;4;12288;10.2.9.121;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.9.121","vdicon-01"]
vdicon-02;poweredOn;2;8192;10.2.9.132;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.9.132","vdicon-02"]
vdiLogInsight;poweredOn;2;4096;10.2.9.124;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-34.bev.int;SUSE Linux Enterprise 11 (64-bit);SUSE Linux Enterprise 11 (64-bit);["10.2.9.124","vdiLogInsight"]
vdinsxm-01;poweredOn;6;24576;10.2.9.141;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-31.bev.int;Ubuntu Linux (64-bit);Ubuntu Linux (64-bit);["10.2.9.141","vdinsxm-01"]
vdinsxm-02;poweredOn;6;24576;10.2.9.142;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-33.bev.int;Ubuntu Linux (64-bit);Ubuntu Linux (64-bit);["10.2.9.142","vdinsxm-02"]
vdinsxm-03;poweredOn;6;24576;10.2.9.143;VLAN-10.2.9.x;CL_PU;PU;rz1-esx-33.bev.int;Ubuntu Linux (64-bit);Ubuntu Linux (64-bit);["10.2.9.143","vdinsxm-03"]
vdivcsa;poweredOn;4;24576;10.2.9.120;VLAN-10.2.9.x;CL_PU;PU;rz2-esx-33.bev.int;VMware Photon OS (64-bit);Other 3.x or later Linux (64-bit);["10.2.9.120","vdivcsa"]
VERSION-1;poweredOn;4;16384;10.2.3.16;VLAN-10.2.3.x;CL_PU;PU;rz2-esx-50.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.2.3.16","VERSION-1"]
